,Year,Month,Day,avgtempC,windspeedKmph,humidity,visibilityKm,pressureInches,cloudcover,HeatIndexC,weatherDesc,totalprecipMM
1137,2011,8,12,23,16,80,9,30,71,25,6,8.11
1138,2011,8,13,24,16,74,8,30,48,25,1,0.63
1139,2011,8,14,24,12,72,10,30,31,25,12,1.73
1140,2011,8,15,25,8,74,8,30,44,26,4,24.5
1141,2011,8,16,24,12,79,9,30,55,26,1,9.9
1142,2011,8,17,23,10,84,8,30,73,25,4,22.6
1143,2011,8,18,21,12,91,7,30,70,22,14,67.1
1144,2011,8,19,21,13,90,8,30,89,22,8,7.2
1145,2011,8,20,22,15,89,7,30,87,23,10,4.8
1146,2011,8,21,23,13,84,8,30,67,24,16,8.6
1147,2011,8,22,24,9,80,7,30,61,25,1,12.6
1148,2011,8,23,24,10,80,8,30,60,25,1,2.34
1149,2011,8,24,24,14,79,9,30,58,26,1,3.5
1150,2011,8,25,23,14,81,9,30,56,25,1,1.1
1151,2011,8,26,23,14,79,10,30,63,25,1,3.1
1152,2011,8,27,23,19,77,10,30,54,24,2,1.2
1153,2011,8,28,23,23,70,10,30,43,24,1,0
1154,2011,8,29,22,23,78,10,30,69,23,6,1.4
1155,2011,8,30,23,18,80,10,30,68,24,1,1.4
1156,2011,8,31,23,21,81,10,30,69,24,6,0.4
1157,2011,9,1,21,19,90,8,30,85,22,5,10.9
1158,2011,9,2,22,19,85,6,30,77,24,4,7
1159,2011,9,3,22,18,82,10,30,75,24,2,1.9
1160,2011,9,4,23,17,78,10,30,65,24,1,0.2
1161,2011,9,5,23,17,77,10,30,47,24,12,1.6
1162,2011,9,6,23,17,78,10,30,60,24,2,1.2
1163,2011,9,7,23,16,78,10,30,54,24,1,3.3
1164,2011,9,8,23,17,78,10,30,59,25,1,0.7
1165,2011,9,9,23,17,78,10,30,61,24,1,1.5
1166,2011,9,10,24,14,76,10,30,43,25,12,1.1
1167,2011,9,11,23,13,76,10,30,49,25,1,0.7
1168,2011,9,12,23,12,80,8,30,54,25,3,7.4
1169,2011,9,13,23,12,81,7,30,49,24,3,10.3
1170,2011,9,14,23,14,83,8,30,69,24,1,12.1
1171,2011,9,15,22,16,87,10,30,66,23,1,1.7
1172,2011,9,16,23,16,79,10,30,60,24,1,0.1
1173,2011,9,17,24,15,74,10,30,44,25,1,0.3
1174,2011,9,18,23,14,78,10,30,45,24,1,0.6
1175,2011,9,19,23,13,80,8,30,57,24,6,4.6
1176,2011,9,20,23,12,84,7,30,61,24,6,12.7
1177,2011,9,21,23,16,80,10,30,51,24,1,1.3
1178,2011,9,22,23,15,75,10,30,36,24,12,0.2
1179,2011,9,23,23,12,69,8,30,33,24,12,0
1180,2011,9,24,23,10,66,8,30,27,24,12,0
1181,2011,9,25,24,9,65,9,30,24,25,12,0
1182,2011,9,26,25,8,68,8,30,32,26,3,2.5
1183,2011,9,27,25,7,69,9,30,21,26,3,2.1
1184,2011,9,28,25,8,69,9,30,22,26,3,5.6
1185,2011,9,29,24,8,72,10,30,20,25,3,3
1186,2011,9,30,24,6,75,9,30,32,26,6,12.3
1187,2011,10,1,24,6,78,9,30,35,26,6,4.4
1188,2011,10,2,24,5,81,10,30,46,25,3,5.2
1189,2011,10,3,23,6,83,9,30,44,25,3,8.1
1190,2011,10,4,23,10,66,9,30,13,24,12,0
1191,2011,10,5,24,5,65,10,30,21,25,12,0.3
1192,2011,10,6,25,7,63,10,30,25,26,12,0.9
1193,2011,10,7,24,5,71,9,30,30,26,4,15
1194,2011,10,8,24,7,78,7,30,30,25,13,45.7
1195,2011,10,9,24,6,83,8,30,47,25,6,26.3
1196,2011,10,10,24,4,80,9,30,41,26,1,9.6
1197,2011,10,11,24,3,80,8,30,44,26,4,28.5
1198,2011,10,12,23,5,89,8,30,59,25,1,20
1199,2011,10,13,24,6,87,6,30,48,25,4,18.7
1200,2011,10,14,23,7,86,8,30,47,25,6,19.1
1201,2011,10,15,24,5,80,9,30,41,26,3,12.4
1202,2011,10,16,24,6,81,8,30,40,26,6,5.3
1203,2011,10,17,23,6,82,8,30,45,25,6,10.7
1204,2011,10,18,23,7,80,7,30,39,25,3,5.2
1205,2011,10,19,24,6,72,9,30,16,25,12,0.4
1206,2011,10,20,24,4,70,9,30,17,25,12,8.8
1207,2011,10,21,23,6,77,9,30,24,24,3,8.5
1208,2011,10,22,23,10,79,6,30,49,24,12,0.4
1209,2011,10,23,23,10,86,7,30,76,24,6,3.3
1210,2011,10,24,23,11,87,6,30,74,24,4,22.1
1211,2011,10,25,22,11,88,5,30,76,23,6,8.9
1212,2011,10,26,22,15,87,5,30,74,23,6,1
1213,2011,10,27,22,13,87,9,30,71,23,6,3.9
1214,2011,10,28,23,12,85,7,30,66,24,6,3.7
1215,2011,10,29,22,12,87,6,30,75,23,6,2.4
1216,2011,10,30,22,12,87,7,30,75,23,6,3.1
1217,2011,10,31,22,12,86,6,30,75,23,1,2.3
1218,2011,11,1,22,11,88,7,30,72,23,4,14.7
1219,2011,11,2,22,9,90,7,30,78,24,6,10.1
1220,2011,11,3,22,9,89,6,30,81,23,1,24.6
1221,2011,11,4,22,11,90,5,30,70,23,4,8
1222,2011,11,5,22,11,88,5,30,81,23,6,2.6
1223,2011,11,6,23,9,85,7,30,57,24,6,5.1
1224,2011,11,7,22,9,72,8,30,28,22,12,0
1225,2011,11,8,21,11,65,10,30,1,22,12,0
1226,2011,11,9,20,8,67,10,30,11,21,12,0
1227,2011,11,10,20,8,67,10,30,9,21,12,0
1228,2011,11,11,21,8,71,10,30,15,21,12,0
1229,2011,11,12,21,7,73,9,30,22,22,12,0
1230,2011,11,13,21,9,66,10,30,9,22,12,0
1231,2011,11,14,21,11,72,10,30,7,22,12,0
1232,2011,11,15,21,12,68,10,30,6,21,12,0
1233,2011,11,16,21,12,72,10,30,5,21,12,0
1234,2011,11,17,21,12,80,7,30,41,22,1,0.5
1235,2011,11,18,21,11,81,6,30,49,22,12,0.5
1236,2011,11,19,21,12,69,8,30,9,21,12,0
1237,2011,11,20,20,13,68,10,30,2,20,12,0
1238,2011,11,21,19,13,73,9,30,10,20,12,0
1239,2011,11,22,20,11,73,8,30,9,20,12,0
1240,2011,11,23,20,13,78,7,30,47,21,12,0
1241,2011,11,24,20,13,85,8,30,62,21,2,0.4
1242,2011,11,25,22,18,86,10,30,78,23,6,7.1
1243,2011,11,26,21,23,91,6,30,87,22,8,6.6
1244,2011,11,27,22,16,88,7,30,79,23,1,1.9
1245,2011,11,28,22,13,86,5,30,79,23,7,2.5
1246,2011,11,29,22,13,86,8,30,66,23,2,5
1247,2011,11,30,22,11,84,6,30,62,23,3,2
1248,2011,12,1,22,9,79,7,30,55,23,1,0.6
1249,2011,12,2,23,6,74,8,30,36,24,12,0.2
1250,2011,12,3,23,7,68,10,30,10,23,12,0
1251,2011,12,4,22,8,68,10,30,12,22,12,0
1252,2011,12,5,22,9,70,8,30,9,22,12,0
1253,2011,12,6,21,10,75,9,30,21,21,12,0
1254,2011,12,7,20,13,74,8,30,29,20,12,0
1255,2011,12,8,20,12,78,7,30,44,20,1,0
1256,2011,12,9,21,13,85,7,30,65,21,1,2.1
1257,2011,12,10,22,12,84,8,30,80,23,6,3.5
1258,2011,12,11,22,13,79,6,30,53,23,3,0.5
1259,2011,12,12,21,12,76,8,30,25,22,12,0
1260,2011,12,13,21,12,79,8,30,40,21,1,0
1261,2011,12,14,21,11,73,8,30,26,21,12,0
1262,2011,12,15,21,13,81,7,30,61,21,2,0.9
1263,2011,12,16,20,13,71,9,30,20,20,12,0.2
1264,2011,12,17,19,12,69,8,30,12,20,12,0
1265,2011,12,18,19,13,70,10,30,15,19,12,0
1266,2011,12,19,20,11,69,9,30,24,20,12,0
1267,2011,12,20,19,12,66,10,30,37,20,12,0
1268,2011,12,21,19,11,70,9,30,11,19,12,0
1269,2011,12,22,19,11,66,9,30,35,19,12,0
1270,2011,12,23,18,10,68,10,30,15,19,12,0
1271,2011,12,24,19,13,59,10,30,5,19,12,0
1272,2011,12,25,20,11,54,10,30,1,20,12,0
1273,2011,12,26,21,9,45,10,30,0,20,12,0
1274,2011,12,27,22,10,38,10,30,0,22,12,0
1275,2011,12,28,21,12,33,10,30,0,21,12,0
1276,2011,12,29,21,16,52,10,30,20,22,12,0
1277,2011,12,30,20,21,89,8,30,84,21,8,7.4
1278,2011,12,31,20,20,80,10,30,47,20,1,1.8
1279,2012,1,1,21,14,73,10,30,30,21,12,0
1280,2012,1,2,22,11,75,7,30,30,22,12,0
1281,2012,1,3,23,9,72,8,30,39,23,12,0
1282,2012,1,4,23,10,73,7,30,28,24,12,0
1283,2012,1,5,23,11,74,8,30,39,24,12,0
1284,2012,1,6,22,10,68,8,30,24,22,12,0
1285,2012,1,7,21,10,68,8,30,44,21,3,0.02
1286,2012,1,8,22,11,64,10,30,6,22,12,0
1287,2012,1,9,21,11,66,8,30,50,22,3,0.16
1288,2012,1,10,22,10,68,8,30,38,23,1,0.2
1289,2012,1,11,23,7,64,10,30,33,24,12,0
1290,2012,1,12,21,11,70,8,30,50,22,1,0.3
1291,2012,1,13,21,11,71,9,30,38,21,12,0.3
1292,2012,1,14,20,12,63,10,30,22,21,12,0.1
1293,2012,1,15,20,10,51,10,30,0,20,12,0
1294,2012,1,16,21,8,49,10,30,0,20,12,0
1295,2012,1,17,22,6,44,10,30,0,22,12,0
1296,2012,1,18,24,5,42,10,30,0,24,12,0
1297,2012,1,19,23,7,52,10,30,5,23,12,0
1298,2012,1,20,23,6,55,10,30,6,23,12,0
1299,2012,1,21,21,12,56,10,30,7,21,12,0
1300,2012,1,22,21,12,54,10,30,4,21,12,0
1301,2012,1,23,20,14,61,10,30,8,20,12,0
1302,2012,1,24,20,12,58,10,30,7,20,12,0
1303,2012,1,25,20,14,55,10,30,0,20,12,0
1304,2012,1,26,20,12,59,10,30,2,20,12,0
1305,2012,1,27,21,10,62,8,30,23,21,12,0
1306,2012,1,28,22,11,68,8,30,30,22,12,0
1307,2012,1,29,21,11,66,9,30,36,22,1,0
1308,2012,1,30,21,15,65,10,30,19,21,12,0
1309,2012,1,31,21,14,60,10,30,18,21,12,0
1310,2012,2,1,21,16,59,9,30,11,20,12,0
1311,2012,2,2,21,18,57,10,30,10,21,12,0
1312,2012,2,3,21,16,66,10,30,21,21,12,0
1313,2012,2,4,22,11,55,9,30,7,22,12,0
1314,2012,2,5,23,10,58,9,30,11,23,12,0
1315,2012,2,6,23,11,61,9,30,11,24,12,0
1316,2012,2,7,24,11,63,8,30,28,24,12,0
1317,2012,2,8,24,10,52,10,30,12,25,12,0
1318,2012,2,9,25,10,48,10,30,10,25,12,0
1319,2012,2,10,24,13,58,10,30,14,25,12,0
1320,2012,2,11,24,11,60,10,30,20,24,12,0
1321,2012,2,12,24,15,59,10,30,20,24,12,0
1322,2012,2,13,24,13,55,10,30,4,24,12,0
1323,2012,2,14,24,11,52,10,30,2,24,12,0
1324,2012,2,15,26,7,50,10,30,3,26,12,0
1325,2012,2,16,26,7,46,10,30,14,26,12,0
1326,2012,2,17,25,13,56,10,30,18,25,12,0.1
1327,2012,2,18,24,13,53,9,30,10,24,12,0
1328,2012,2,19,24,14,44,10,30,0,23,12,0
1329,2012,2,20,25,12,37,10,30,0,25,12,0
1330,2012,2,21,26,14,34,10,30,0,25,12,0
1331,2012,2,22,25,14,38,10,30,1,25,12,0
1332,2012,2,23,25,15,34,10,30,0,24,12,0
1333,2012,2,24,25,14,26,10,30,3,24,12,0
1334,2012,2,25,24,16,25,10,30,5,23,12,0
1335,2012,2,26,24,17,27,10,30,0,24,12,0
1336,2012,2,27,25,15,29,10,30,0,25,12,0
1337,2012,2,28,28,7,27,10,30,0,27,12,0
1338,2012,2,29,27,11,33,10,30,2,27,12,0
1339,2012,3,1,29,6,31,10,30,5,29,12,0
1340,2012,3,2,28,7,40,10,30,10,28,12,0
1341,2012,3,3,28,9,24,10,30,0,27,12,0
1342,2012,3,4,27,10,19,10,30,0,26,12,0
1343,2012,3,5,27,11,44,10,30,4,27,12,0
1344,2012,3,6,28,7,42,10,30,6,27,12,0
1345,2012,3,7,29,8,34,10,30,4,28,12,0
1346,2012,3,8,27,11,41,10,30,5,26,12,0
1347,2012,3,9,27,9,29,10,30,5,27,12,0
1348,2012,3,10,26,11,43,10,30,20,26,12,0
1349,2012,3,11,25,18,48,10,30,3,25,12,0
1350,2012,3,12,25,13,56,10,30,23,25,12,1
1351,2012,3,13,25,13,67,9,30,40,26,1,11.4
1352,2012,3,14,26,15,61,10,30,25,27,12,0.5
1353,2012,3,15,26,14,57,10,30,28,27,3,3.3
1354,2012,3,16,27,10,48,10,30,7,28,12,0
1355,2012,3,17,28,8,42,10,30,8,28,12,0
1356,2012,3,18,29,9,35,10,30,3,29,12,0
1357,2012,3,19,30,6,32,10,30,5,29,12,0
1358,2012,3,20,30,7,35,10,30,7,29,12,0
1359,2012,3,21,30,9,32,10,30,4,29,12,0
1360,2012,3,22,29,10,40,10,30,6,29,12,0
1361,2012,3,23,29,13,33,10,30,3,28,12,0
1362,2012,3,24,28,13,29,10,30,0,28,12,0
1363,2012,3,25,28,14,26,10,30,0,27,12,0
1364,2012,3,26,27,15,33,10,30,0,26,12,0
1365,2012,3,27,27,13,36,10,30,0,26,12,0
1366,2012,3,28,27,10,46,10,30,7,27,12,0
1367,2012,3,29,29,8,42,10,30,4,29,12,0.2
1368,2012,3,30,29,9,39,10,30,4,29,12,0.2
1369,2012,3,31,29,7,37,10,30,7,29,12,0
1370,2012,4,1,28,11,50,10,30,7,28,12,0.8
1371,2012,4,2,28,12,48,10,30,3,28,12,0
1372,2012,4,3,29,8,39,10,30,1,29,12,0
1373,2012,4,4,30,8,31,10,30,1,29,12,0
1374,2012,4,5,30,9,35,10,30,7,29,12,0
1375,2012,4,6,29,7,42,10,30,25,29,12,0
1376,2012,4,7,30,9,41,10,30,13,29,12,0.3
1377,2012,4,8,29,6,44,10,30,15,29,12,0.6
1378,2012,4,9,29,6,44,10,30,20,29,12,0.2
1379,2012,4,10,30,7,42,10,30,11,31,12,0
1380,2012,4,11,30,11,36,10,30,3,29,12,0
1381,2012,4,12,30,5,40,10,30,12,30,12,3.1
1382,2012,4,13,29,9,41,10,30,8,29,12,0.7
1383,2012,4,14,29,14,40,10,30,5,29,12,0
1384,2012,4,15,29,11,40,10,30,3,28,12,0
1385,2012,4,16,31,7,35,10,30,5,31,12,0
1386,2012,4,17,32,7,37,10,30,11,32,12,0.1
1387,2012,4,18,31,6,40,10,30,19,31,12,0.2
1388,2012,4,19,31,5,38,10,30,18,31,12,0.3
1389,2012,4,20,31,5,40,10,30,22,31,12,0.5
1390,2012,4,21,30,11,37,10,30,9,30,12,0
1391,2012,4,22,31,7,37,10,30,14,31,12,0
1392,2012,4,23,31,7,40,10,30,18,31,12,0.8
1393,2012,4,24,30,10,51,9,30,17,30,12,8.4
1394,2012,4,25,26,8,65,9,30,46,27,16,2.7
1395,2012,4,26,26,8,68,9,30,27,28,3,15.8
1396,2012,4,27,26,6,73,6,30,54,28,4,38.5
1397,2012,4,28,25,9,77,8,30,62,27,6,22
1398,2012,4,29,27,7,64,9,30,32,29,12,5.7
1399,2012,4,30,27,8,65,9,30,33,29,6,10.1
1400,2012,5,1,27,11,67,10,30,33,28,3,3.3
1401,2012,5,2,27,10,63,9,30,21,29,12,6.5
1402,2012,5,3,28,11,62,10,30,20,29,12,1.5
1403,2012,5,4,27,12,62,10,30,35,29,12,4.3
1404,2012,5,5,28,12,53,10,30,7,28,12,0
1405,2012,5,6,28,10,45,10,30,8,29,12,0
1406,2012,5,7,29,6,48,10,30,14,30,12,0
1407,2012,5,8,28,7,53,10,30,31,29,12,2.4
1408,2012,5,9,28,8,51,10,30,31,29,1,3.1
1409,2012,5,10,28,9,58,9,30,25,29,3,7
1410,2012,5,11,27,8,63,9,30,35,29,1,18.7
1411,2012,5,12,26,11,69,10,30,35,27,3,2.4
1412,2012,5,13,27,7,62,10,30,28,29,12,7.1
1413,2012,5,14,29,6,59,9,30,29,30,12,10.9
1414,2012,5,15,28,8,62,9,30,33,30,12,10.6
1415,2012,5,16,24,8,79,9,30,36,26,20,26.3
1416,2012,5,17,27,11,68,9,30,27,29,12,7
1417,2012,5,18,29,11,54,10,30,8,30,12,0
1418,2012,5,19,28,13,58,9,30,17,30,12,0
1419,2012,5,20,29,12,52,10,30,17,29,12,0.2
1420,2012,5,21,29,12,48,10,30,30,29,1,4.3
1421,2012,5,22,29,11,56,10,30,22,30,1,0.1
1422,2012,5,23,29,13,55,10,30,12,30,12,0.3
1423,2012,5,24,28,16,60,10,30,17,30,12,0.2
1424,2012,5,25,23,15,71,8,30,51,25,1,2.8
1425,2012,5,26,27,16,62,10,30,38,28,12,0.1
1426,2012,5,27,27,16,60,10,30,23,29,12,0.4
1427,2012,5,28,28,15,57,10,30,33,29,12,0.7
1428,2012,5,29,27,17,59,9,30,45,29,1,1.2
1429,2012,5,30,28,17,62,10,30,27,29,3,5.5
1430,2012,5,31,28,16,57,10,30,18,29,12,0.3
1431,2012,6,1,28,17,53,10,30,13,28,12,0.5
1432,2012,6,2,28,16,55,10,30,23,29,12,3
1433,2012,6,3,28,18,60,10,30,25,29,12,0.1
1434,2012,6,4,28,19,59,10,30,18,29,12,0
1435,2012,6,5,26,23,62,10,30,21,28,12,0.1
1436,2012,6,6,25,22,66,10,30,29,26,1,0
1437,2012,6,7,25,20,67,10,30,56,27,1,1.6
1438,2012,6,8,26,20,61,8,30,60,28,3,1.3
1439,2012,6,9,26,21,62,10,30,30,27,12,0
1440,2012,6,10,26,19,56,10,30,20,27,12,0
1441,2012,6,11,26,19,54,10,30,15,27,12,0
1442,2012,6,12,25,18,65,9,30,28,26,12,8.2
1443,2012,6,13,25,14,70,9,30,41,26,4,11.3
1444,2012,6,14,25,14,70,9,30,42,27,1,12.89
1445,2012,6,15,25,16,72,9,30,37,27,1,18
1446,2012,6,16,25,18,71,9,30,38,26,3,3.5
1447,2012,6,17,23,22,73,8,30,56,25,1,2.4
1448,2012,6,18,21,23,85,6,30,77,22,9,20.1
1449,2012,6,19,23,22,74,10,30,48,24,1,2.2
1450,2012,6,20,24,23,70,10,30,34,25,12,0
1451,2012,6,21,24,22,67,10,30,36,25,1,0.2
1452,2012,6,22,24,18,71,10,30,39,25,1,3.2
1453,2012,6,23,25,15,67,10,30,40,27,12,5.7
1454,2012,6,24,25,16,65,10,30,22,27,12,0.1
1455,2012,6,25,25,15,66,10,30,22,27,3,2.8
1456,2012,6,26,25,15,69,10,30,29,26,12,2.8
1457,2012,6,27,24,16,71,9,30,50,26,3,1.86
1458,2012,6,28,24,19,73,10,30,48,25,1,6.2
1459,2012,6,29,22,15,81,6,30,80,24,5,18.3
1460,2012,6,30,24,21,71,10,30,53,25,1,0.5
1461,2012,7,1,23,22,72,10,30,54,25,1,2.9
1462,2012,7,2,23,25,72,10,30,57,24,1,0.6
1463,2012,7,3,23,25,67,10,30,38,24,1,0
1464,2012,7,4,25,21,65,10,30,29,25,12,0
1465,2012,7,5,26,19,60,10,30,25,27,12,0.45
1466,2012,7,6,27,17,56,10,30,25,27,12,3.69
1467,2012,7,7,27,16,58,9,30,29,27,1,8.56
1468,2012,7,8,25,17,67,10,30,27,26,12,7.25
1469,2012,7,9,25,13,72,10,30,32,26,1,3.75
1470,2012,7,10,23,16,77,10,30,49,25,1,4.4
1471,2012,7,11,24,16,70,10,30,39,26,3,1.9
1472,2012,7,12,25,15,68,8,30,41,27,1,19.4
1473,2012,7,13,25,14,71,10,30,33,27,1,3.9
1474,2012,7,14,25,14,70,10,30,57,26,3,3.4
1475,2012,7,15,24,13,72,9,30,48,26,1,2.7
1476,2012,7,16,25,12,66,8,30,53,26,12,3.2
1477,2012,7,17,24,9,71,9,30,45,26,3,7.1
1478,2012,7,18,23,15,76,7,30,61,25,16,5.1
1479,2012,7,19,24,20,67,10,30,32,25,1,0
1480,2012,7,20,24,23,68,10,30,35,25,1,0
1481,2012,7,21,23,21,72,10,30,46,25,1,2.4
1482,2012,7,22,24,20,73,10,30,49,25,2,0.6
1483,2012,7,23,24,19,71,10,30,39,25,1,0.8
1484,2012,7,24,25,18,67,10,30,36,26,1,0
1485,2012,7,25,24,19,68,10,30,38,25,1,0.3
1486,2012,7,26,24,19,72,9,30,53,25,1,2.6
1487,2012,7,27,23,16,78,9,30,65,24,16,2.4
1488,2012,7,28,24,18,73,10,30,54,25,1,0.8
1489,2012,7,29,25,19,66,10,30,48,25,1,0
1490,2012,7,30,24,19,65,10,30,31,25,12,0
1491,2012,7,31,24,20,63,10,30,26,24,12,0
1492,2012,8,1,24,20,63,10,30,29,25,12,0
1493,2012,8,2,24,22,63,10,30,28,25,1,0
1494,2012,8,3,24,21,66,10,30,48,25,1,2.1
1495,2012,8,4,23,22,70,10,30,58,25,1,4.2
1496,2012,8,5,23,19,73,10,30,52,25,1,1.5
1497,2012,8,6,23,21,77,8,30,59,25,1,2.1
1498,2012,8,7,24,20,72,9,30,57,25,3,2.38
1499,2012,8,8,24,17,74,9,30,59,25,3,0.42
1500,2012,8,9,23,20,77,9,30,64,24,6,3.1
1501,2012,8,10,23,18,77,9,30,69,24,7,1.9
1502,2012,8,11,24,19,75,8,30,78,25,6,6.54
1503,2012,8,12,24,15,77,9,30,62,25,1,18.45
1504,2012,8,13,24,15,71,10,30,41,26,1,0.79
1505,2012,8,14,25,13,68,10,30,32,27,1,3.1
1506,2012,8,15,25,12,71,9,30,38,26,12,3.7
1507,2012,8,16,25,12,72,10,30,33,26,12,6.3
1508,2012,8,17,24,16,75,9,30,46,25,1,9.1
1509,2012,8,18,23,20,73,10,30,50,25,1,0
1510,2012,8,19,24,19,68,10,30,35,25,1,0
1511,2012,8,20,25,13,64,10,30,32,26,12,0
1512,2012,8,21,25,10,68,10,30,37,26,12,7.8
1513,2012,8,22,25,6,73,10,30,38,27,1,5.9
1514,2012,8,23,26,5,71,9,30,45,28,1,14.5
1515,2012,8,24,25,9,77,8,30,50,27,6,7.1
1516,2012,8,25,25,13,75,10,30,46,27,1,2.9
1517,2012,8,26,21,16,89,8,30,74,22,5,9.9
1518,2012,8,27,21,17,86,8,30,68,22,16,1.3
1519,2012,8,28,23,19,76,10,30,49,24,1,0.1
1520,2012,8,29,23,18,81,10,30,67,24,6,3.4
1521,2012,8,30,21,17,89,9,30,84,22,8,7.5
1522,2012,8,31,23,21,80,9,30,67,24,1,0.5
1523,2012,9,1,22,19,80,10,30,70,23,2,0
1524,2012,9,2,23,20,78,10,30,61,25,1,0.6
1525,2012,9,3,23,21,81,9,30,72,24,2,0.3
1526,2012,9,4,24,21,74,10,30,63,25,1,0.1
1527,2012,9,5,25,20,69,10,30,52,26,1,0
1528,2012,9,6,24,16,74,8,30,41,26,12,9.7
1529,2012,9,7,24,15,75,10,30,42,26,1,4.1
1530,2012,9,8,23,14,80,8,30,62,24,16,7.3
1531,2012,9,9,22,15,84,8,30,67,23,9,23
1532,2012,9,10,23,18,76,10,30,45,24,1,0.3
1533,2012,9,11,23,18,73,10,30,38,25,1,0.02
1534,2012,9,12,24,15,76,9,30,36,25,1,8.2
1535,2012,9,13,24,12,78,7,30,46,25,3,15.1
1536,2012,9,14,24,13,77,8,30,42,25,12,1.6
1537,2012,9,15,23,16,77,9,30,39,25,12,1.2
1538,2012,9,16,23,15,75,10,30,35,24,12,1
1539,2012,9,17,23,12,76,8,30,45,24,3,2.1
1540,2012,9,18,24,10,74,8,30,41,25,12,2.6
1541,2012,9,19,25,7,69,9,30,32,26,1,2.5
1542,2012,9,20,25,7,70,9,30,32,26,3,2.3
1543,2012,9,21,26,6,68,10,30,23,27,12,3.1
1544,2012,9,22,25,7,66,9,30,30,27,3,8.2
1545,2012,9,23,25,6,63,10,30,22,26,12,0.4
1546,2012,9,24,25,10,60,10,30,16,26,12,0
1547,2012,9,25,24,10,55,10,30,21,25,12,0
1548,2012,9,26,25,7,64,9,30,19,26,12,7.9
1549,2012,9,27,25,6,75,9,30,48,26,1,11.8
1550,2012,9,28,24,7,78,7,30,54,26,3,29.4
1551,2012,9,29,24,7,83,8,30,68,26,6,26.3
1552,2012,9,30,24,8,83,8,30,59,26,4,32.1
1553,2012,10,1,21,9,95,7,30,88,23,14,50.7
1554,2012,10,2,23,13,81,7,30,48,24,3,1.2
1555,2012,10,3,22,12,73,9,30,25,23,12,0
1556,2012,10,4,23,11,75,9,30,18,24,12,0
1557,2012,10,5,24,7,70,8,30,33,25,12,0
1558,2012,10,6,25,4,74,8,30,23,26,12,6.5
1559,2012,10,7,23,5,85,10,30,45,25,1,1.9
1560,2012,10,8,24,6,76,9,30,33,26,3,5
1561,2012,10,9,23,7,74,10,30,46,25,3,2.5
1562,2012,10,10,24,7,59,10,30,8,25,12,0
1563,2012,10,11,24,9,55,10,30,8,25,12,0
1564,2012,10,12,24,9,61,10,30,23,25,3,1.8
1565,2012,10,13,24,7,61,10,30,35,25,1,0
1566,2012,10,14,25,5,73,10,30,39,27,3,3.2
1567,2012,10,15,24,6,82,6,30,50,25,3,8.9
1568,2012,10,16,24,9,75,8,30,42,25,1,0.7
1569,2012,10,17,23,11,70,9,30,25,24,12,0
1570,2012,10,18,23,13,70,10,30,23,23,12,0.6
1571,2012,10,19,22,13,80,8,30,47,23,1,3
1572,2012,10,20,22,14,85,7,30,72,23,6,4.2
1573,2012,10,21,22,14,86,5,30,68,23,1,8.8
1574,2012,10,22,22,14,84,8,30,69,23,6,3.6
1575,2012,10,23,22,12,82,6,30,51,23,2,4.2
1576,2012,10,24,22,11,87,6,30,83,23,6,2.6
1577,2012,10,25,23,10,83,7,30,63,24,6,4.5
1578,2012,10,26,23,10,73,8,30,35,24,12,0
1579,2012,10,27,22,12,73,8,30,23,23,12,0
1580,2012,10,28,21,16,75,8,30,35,22,12,0
1581,2012,10,29,22,15,77,10,30,30,22,12,0.9
1582,2012,10,30,21,14,81,8,30,56,21,12,0.7
1583,2012,10,31,19,20,89,7,30,77,19,8,29
1584,2012,11,1,19,15,98,7,30,100,19,9,39.4
1585,2012,11,2,21,18,88,8,30,71,22,1,4.9
1586,2012,11,3,22,12,85,8,30,64,23,6,5.9
1587,2012,11,4,23,7,82,7,30,58,24,1,6.9
1588,2012,11,5,23,6,82,8,30,45,25,2,9.5
1589,2012,11,6,23,9,76,9,30,22,24,12,0.3
1590,2012,11,7,23,8,78,9,30,27,24,12,1.3
1591,2012,11,8,23,8,78,10,30,36,24,1,2.4
1592,2012,11,9,23,10,72,10,30,27,24,12,0.5
1593,2012,11,10,23,10,73,10,30,29,24,12,1.2
1594,2012,11,11,22,10,79,8,30,44,23,1,0.9
1595,2012,11,12,22,11,71,10,30,12,22,12,0
1596,2012,11,13,21,12,64,10,30,5,21,12,0
1597,2012,11,14,20,13,54,10,30,1,20,12,0
1598,2012,11,15,19,12,52,10,30,1,20,12,0
1599,2012,11,16,20,10,56,10,30,2,21,12,0
1600,2012,11,17,21,9,59,10,30,4,21,12,0
1601,2012,11,18,21,10,46,10,30,2,21,12,0
1602,2012,11,19,22,6,48,10,30,1,22,12,0
1603,2012,11,20,23,6,64,10,30,21,25,12,0
1604,2012,11,21,23,8,75,10,30,43,24,1,1.9
1605,2012,11,22,23,12,81,9,30,47,24,1,3.2
1606,2012,11,23,23,13,83,7,30,68,23,6,3.6
1607,2012,11,24,22,11,76,10,30,35,23,12,0.4
1608,2012,11,25,22,12,78,7,30,31,23,12,0.1
1609,2012,11,26,22,11,75,8,30,39,23,12,0
1610,2012,11,27,21,12,72,8,30,31,22,12,0
1611,2012,11,28,21,10,63,8,30,8,21,12,0
1612,2012,11,29,21,8,58,10,30,1,21,12,0
1613,2012,11,30,21,8,59,10,30,5,22,12,0
